,Datetime,Value,Anomaly VB,Anomaly LOF,Anomaly IF,Date
1228,2013-12-23 20:15:00,92.39678959,0,0,0,2013-12-23
1229,2013-12-23 21:30:00,94.75283149,0,0,0,2013-12-23
1230,2013-12-23 21:35:00,94.9035254,0,0,0,2013-12-23
1231,2013-12-23 21:40:00,94.83751096,0,0,0,2013-12-23
1232,2013-12-23 22:50:00,96.60790368,0,0,0,2013-12-23
1233,2013-12-23 22:55:00,96.34498244,0,0,0,2013-12-23
1234,2013-12-23 23:00:00,96.14244151,0,0,0,2013-12-23
1235,2013-12-23 23:05:00,95.30130695,0,0,0,2013-12-23
1236,2013-12-23 23:15:00,95.99869543,0,0,0,2013-12-23
1237,2013-12-23 23:35:00,95.10695406,0,0,0,2013-12-23
1238,2013-12-23 23:40:00,93.85613604,0,0,0,2013-12-23
1239,2013-12-24 00:50:00,93.05921508,0,0,0,2013-12-24
1240,2013-12-24 01:10:00,91.59252578,0,0,0,2013-12-24
1241,2013-12-24 01:35:00,93.29166037,0,0,0,2013-12-24
1242,2013-12-24 03:10:00,89.39414998,0,0,0,2013-12-24
1243,2013-12-24 03:15:00,91.50128916,0,0,0,2013-12-24
1244,2013-12-24 03:45:00,88.53187203,0,0,0,2013-12-24
1245,2013-12-24 04:35:00,89.22911826,0,0,0,2013-12-24
1246,2013-12-24 05:10:00,88.38054136,0,0,0,2013-12-24
1247,2013-12-24 05:35:00,86.69279849,0,0,0,2013-12-24
1248,2013-12-24 05:40:00,85.52445528,0,0,0,2013-12-24
1249,2013-12-24 05:50:00,86.91049768,0,0,0,2013-12-24
1250,2013-12-24 06:40:00,86.3386903,0,0,0,2013-12-24
1251,2013-12-24 06:45:00,86.5304693,0,0,0,2013-12-24
1252,2013-12-24 07:00:00,88.58798088,0,0,0,2013-12-24
1253,2013-12-24 08:05:00,88.9155401,0,0,0,2013-12-24
1254,2013-12-24 08:10:00,89.54211718,0,0,0,2013-12-24
1255,2013-12-24 08:20:00,88.54513176,0,0,0,2013-12-24
1256,2013-12-24 08:45:00,87.80372396,0,0,0,2013-12-24
1257,2013-12-24 08:50:00,88.55331947,0,0,0,2013-12-24
1258,2013-12-24 09:45:00,88.46706101,0,0,0,2013-12-24
1259,2013-12-24 10:05:00,86.61299192,0,0,0,2013-12-24
1260,2013-12-24 10:25:00,84.41866458,0,0,0,2013-12-24
1261,2013-12-24 10:45:00,82.68560904,0,0,0,2013-12-24
1262,2013-12-24 11:10:00,81.28322257,0,0,0,2013-12-24
1263,2013-12-24 11:15:00,82.04393463,0,0,0,2013-12-24
1264,2013-12-24 11:50:00,77.54768835,0,1,0,2013-12-24
1265,2013-12-24 11:55:00,77.87971928,0,1,0,2013-12-24
1266,2013-12-24 12:00:00,78.41505346,0,1,0,2013-12-24
1267,2013-12-24 12:15:00,76.40381846,0,0,0,2013-12-24
1268,2013-12-24 12:25:00,75.213535,0,0,0,2013-12-24
1269,2013-12-24 12:30:00,77.08023382,0,1,0,2013-12-24
1270,2013-12-24 12:35:00,74.80743849,0,0,0,2013-12-24
1271,2013-12-24 12:45:00,74.35924763,0,0,0,2013-12-24
1272,2013-12-24 12:50:00,73.91138207,0,0,0,2013-12-24
1273,2013-12-24 13:00:00,73.40277232,0,0,0,2013-12-24
1274,2013-12-24 13:10:00,74.16054425,0,0,0,2013-12-24
1275,2013-12-24 13:25:00,72.09336437,0,0,0,2013-12-24
1276,2013-12-24 13:30:00,72.56511482,0,0,0,2013-12-24
1277,2013-12-24 13:35:00,71.88173451,0,0,0,2013-12-24
1278,2013-12-24 13:40:00,70.79667931,0,0,0,2013-12-24
1279,2013-12-24 13:55:00,69.07325646,0,0,0,2013-12-24
1280,2013-12-24 14:15:00,69.00474763,0,0,0,2013-12-24
1281,2013-12-24 14:40:00,74.52346109999998,0,0,0,2013-12-24
1282,2013-12-24 14:45:00,75.65689775,0,0,0,2013-12-24
1283,2013-12-24 15:45:00,78.91858838,0,0,0,2013-12-24
1284,2013-12-24 15:50:00,79.25255455,0,0,0,2013-12-24
1285,2013-12-24 16:10:00,80.27504758,0,0,0,2013-12-24
1286,2013-12-24 16:35:00,81.40886767,0,0,0,2013-12-24
1287,2013-12-24 16:40:00,82.60231429,0,0,0,2013-12-24
1288,2013-12-24 17:05:00,76.81947896,0,1,0,2013-12-24
1289,2013-12-24 17:20:00,75.89904807,0,0,0,2013-12-24
1290,2013-12-24 17:25:00,75.47396863,0,0,0,2013-12-24
1291,2013-12-24 17:40:00,73.56333362,0,0,0,2013-12-24
1292,2013-12-24 18:45:00,82.03912665,0,0,0,2013-12-24
1293,2013-12-24 18:50:00,81.23939171,0,0,0,2013-12-24
1294,2013-12-24 18:55:00,81.41302395,0,0,0,2013-12-24
1295,2013-12-24 19:00:00,80.52680869,0,0,0,2013-12-24
1296,2013-12-24 19:35:00,81.47406139,0,0,0,2013-12-24
1297,2013-12-24 20:35:00,75.10119463,0,0,0,2013-12-24
1298,2013-12-24 20:55:00,72.85196848,0,0,0,2013-12-24
1299,2013-12-24 21:35:00,70.54477891,0,0,0,2013-12-24
1300,2013-12-24 22:00:00,68.39254161,0,0,0,2013-12-24
1301,2013-12-24 22:05:00,68.1805954,0,0,0,2013-12-24
1302,2013-12-24 22:35:00,70.72928215,0,0,0,2013-12-24
1303,2013-12-24 22:50:00,71.46161372,0,0,0,2013-12-24
1304,2013-12-24 23:00:00,72.56408627,0,0,0,2013-12-24
1305,2013-12-25 00:00:00,81.73258076,0,0,0,2013-12-25
1306,2013-12-25 01:00:00,88.64326719,0,0,0,2013-12-25
1307,2013-12-25 01:15:00,89.27107574,0,0,0,2013-12-25
1308,2013-12-25 01:45:00,90.609499,0,0,0,2013-12-25
1309,2013-12-25 01:55:00,89.86522025,0,0,0,2013-12-25
1310,2013-12-25 02:05:00,91.42257125,0,0,0,2013-12-25
1311,2013-12-25 02:30:00,90.77704656,0,0,0,2013-12-25
1312,2013-12-25 03:10:00,91.67337985,0,0,0,2013-12-25
1313,2013-12-25 04:05:00,92.35162073,0,0,0,2013-12-25
1314,2013-12-25 04:10:00,92.01023021,0,0,0,2013-12-25
1315,2013-12-25 04:20:00,92.3874795,0,0,0,2013-12-25
1316,2013-12-25 04:30:00,92.40741724,0,0,0,2013-12-25
1317,2013-12-25 04:40:00,92.43456055,0,0,0,2013-12-25
1318,2013-12-25 05:20:00,90.5428185,0,0,0,2013-12-25
1319,2013-12-25 05:55:00,89.45833641,0,0,0,2013-12-25
1320,2013-12-25 06:15:00,87.5314162,0,0,0,2013-12-25
1321,2013-12-25 06:35:00,87.44040336,0,0,0,2013-12-25
1322,2013-12-25 07:00:00,86.07039463,0,0,0,2013-12-25
1323,2013-12-25 07:10:00,85.66431894,0,0,0,2013-12-25
1324,2013-12-25 07:45:00,86.27632241,0,0,0,2013-12-25
1325,2013-12-25 07:50:00,86.80979494,0,0,0,2013-12-25
1326,2013-12-25 08:05:00,87.64787645,0,0,0,2013-12-25
1327,2013-12-25 08:10:00,86.41335945,0,0,0,2013-12-25
1328,2013-12-25 09:15:00,86.49764256,0,0,0,2013-12-25
1329,2013-12-25 09:35:00,86.21445383,0,0,0,2013-12-25
1330,2013-12-25 10:05:00,86.84263594,0,0,0,2013-12-25
1331,2013-12-25 10:15:00,86.58761033,0,0,0,2013-12-25
1332,2013-12-25 10:25:00,86.36267327,0,0,0,2013-12-25
1333,2013-12-25 10:45:00,87.96274798,0,0,0,2013-12-25
1334,2013-12-25 11:00:00,87.74495606,0,0,0,2013-12-25
1335,2013-12-25 11:10:00,87.88860456,0,0,0,2013-12-25
1336,2013-12-25 11:35:00,88.6689212,0,0,0,2013-12-25
1337,2013-12-25 11:45:00,87.99274606,0,0,0,2013-12-25
1338,2013-12-25 12:10:00,87.23095067,0,0,0,2013-12-25
1339,2013-12-25 12:20:00,88.30188653,0,0,0,2013-12-25
1340,2013-12-25 12:25:00,88.13234383,0,0,0,2013-12-25
1341,2013-12-25 13:05:00,88.32251383,0,0,0,2013-12-25
1342,2013-12-25 13:20:00,91.03310649,0,0,0,2013-12-25
1343,2013-12-25 13:35:00,91.2161227,0,0,0,2013-12-25
1344,2013-12-25 13:50:00,93.46664958,0,0,0,2013-12-25
1345,2013-12-25 13:55:00,94.1886548,0,0,0,2013-12-25
1346,2013-12-25 14:35:00,94.00432655,0,0,0,2013-12-25
1347,2013-12-25 14:40:00,94.11034464,0,0,0,2013-12-25
1348,2013-12-25 14:50:00,94.07395662,0,0,0,2013-12-25
1349,2013-12-25 15:00:00,93.40973185,0,0,0,2013-12-25
1350,2013-12-25 15:40:00,96.48868635,0,0,0,2013-12-25
1351,2013-12-25 16:00:00,97.89685485,0,0,0,2013-12-25
1352,2013-12-25 16:05:00,98.11629433,0,0,0,2013-12-25
1353,2013-12-25 18:05:00,93.10393297,0,0,0,2013-12-25
1354,2013-12-25 18:25:00,92.79871763,0,0,0,2013-12-25
1355,2013-12-25 18:40:00,89.90795129,0,0,0,2013-12-25
1356,2013-12-25 18:50:00,91.93397707,0,0,0,2013-12-25
1357,2013-12-25 19:15:00,90.04376479,0,0,0,2013-12-25
1358,2013-12-25 19:25:00,90.96736682,0,0,0,2013-12-25
1359,2013-12-25 19:30:00,89.43952902,0,0,0,2013-12-25
1360,2013-12-25 20:15:00,87.60295611,0,0,0,2013-12-25
1361,2013-12-25 20:20:00,88.38337940000002,0,0,0,2013-12-25
1362,2013-12-25 20:50:00,87.82898408,0,0,0,2013-12-25
1363,2013-12-25 21:15:00,89.49648564,0,0,0,2013-12-25
1364,2013-12-25 21:20:00,88.89865754,0,0,0,2013-12-25
1365,2013-12-25 21:35:00,89.57976674,0,0,0,2013-12-25
1366,2013-12-25 21:50:00,90.5544415,0,0,0,2013-12-25
1367,2013-12-25 23:10:00,91.92868022,0,0,0,2013-12-25
1368,2013-12-25 23:20:00,91.92520759,0,0,0,2013-12-25
1369,2013-12-25 23:25:00,93.21401949,0,0,0,2013-12-25
1370,2013-12-25 23:40:00,92.96178116,0,0,0,2013-12-25
1371,2013-12-26 00:10:00,94.40198712,0,0,0,2013-12-26
1372,2013-12-26 00:30:00,94.04282195,0,0,0,2013-12-26
1373,2013-12-26 00:35:00,95.50413408,0,0,0,2013-12-26
1374,2013-12-26 00:50:00,96.42064988,0,0,0,2013-12-26
1375,2013-12-26 01:00:00,96.31280086,0,0,0,2013-12-26
1376,2013-12-26 01:15:00,95.07997102,0,0,0,2013-12-26
1377,2013-12-26 01:25:00,96.36600305,0,0,0,2013-12-26
1378,2013-12-26 01:40:00,96.16523965,0,0,0,2013-12-26
1379,2013-12-26 01:45:00,97.33635705,0,0,0,2013-12-26
1380,2013-12-26 02:05:00,98.33567631,0,0,0,2013-12-26
1381,2013-12-26 02:40:00,99.70590694,0,0,0,2013-12-26
1382,2013-12-26 02:55:00,99.69417291,0,0,0,2013-12-26
1383,2013-12-26 03:25:00,100.0958515,0,0,0,2013-12-26
1384,2013-12-26 03:30:00,101.6525174,0,0,0,2013-12-26
1385,2013-12-26 03:35:00,101.0376488,0,0,0,2013-12-26
1386,2013-12-26 03:50:00,102.3489519,0,0,0,2013-12-26
1387,2013-12-26 04:00:00,100.707893,0,0,0,2013-12-26
1388,2013-12-26 04:35:00,100.3331617,0,0,0,2013-12-26
1389,2013-12-26 04:45:00,100.2947413,0,0,0,2013-12-26
1390,2013-12-26 04:50:00,101.5618532,0,0,0,2013-12-26
1391,2013-12-26 05:30:00,100.2033409,0,0,0,2013-12-26
1392,2013-12-26 05:45:00,98.91224082,0,0,0,2013-12-26
1393,2013-12-26 06:00:00,99.47330045,0,0,0,2013-12-26
1394,2013-12-26 06:30:00,98.27151734,0,0,0,2013-12-26
1395,2013-12-26 07:00:00,98.01483853,0,0,0,2013-12-26
1396,2013-12-26 08:30:00,96.73686263,0,0,0,2013-12-26
1397,2013-12-26 09:20:00,95.16141381,0,0,0,2013-12-26
1398,2013-12-26 10:05:00,95.19283582,0,0,0,2013-12-26
1399,2013-12-26 10:10:00,95.33451141,0,0,0,2013-12-26
1400,2013-12-26 10:20:00,95.49024377,0,0,0,2013-12-26
1401,2013-12-26 11:05:00,95.66903982,0,0,0,2013-12-26
1402,2013-12-26 11:45:00,97.17867345,0,0,0,2013-12-26
1403,2013-12-26 12:10:00,97.46281998,0,0,0,2013-12-26
1404,2013-12-26 12:35:00,98.89133264,0,0,0,2013-12-26
1405,2013-12-26 13:10:00,101.36165909999998,0,0,0,2013-12-26
1406,2013-12-26 13:55:00,102.5902413,0,1,1,2013-12-26
1407,2013-12-26 14:35:00,104.3909059,0,1,1,2013-12-26
1408,2013-12-26 14:50:00,103.6030295,0,1,1,2013-12-26
1409,2013-12-26 14:55:00,104.5706796,0,1,1,2013-12-26
1410,2013-12-26 15:45:00,108.5105428,1,1,1,2013-12-26
1411,2013-12-26 15:50:00,107.1053566,1,1,1,2013-12-26
1412,2013-12-26 17:10:00,104.8380898,0,1,1,2013-12-26
1413,2013-12-26 17:50:00,103.6130593,0,1,1,2013-12-26
1414,2013-12-26 17:55:00,103.0138032,0,1,1,2013-12-26
1415,2013-12-26 18:15:00,102.8514461,0,1,1,2013-12-26
1416,2013-12-26 18:30:00,103.6863679,0,1,1,2013-12-26
1417,2013-12-26 18:35:00,101.8910842,0,0,0,2013-12-26
1418,2013-12-26 19:10:00,102.9784903,0,1,1,2013-12-26
1419,2013-12-26 19:15:00,102.4673719,0,1,1,2013-12-26
1420,2013-12-26 19:55:00,102.3552901,0,0,0,2013-12-26
1421,2013-12-26 20:10:00,102.2061371,0,0,0,2013-12-26
1422,2013-12-26 20:35:00,100.8071357,0,0,0,2013-12-26
1423,2013-12-26 21:20:00,100.0421998,0,0,0,2013-12-26
1424,2013-12-26 21:25:00,98.54049377,0,0,0,2013-12-26
1425,2013-12-26 21:35:00,98.77300695,0,0,0,2013-12-26
1426,2013-12-26 22:20:00,98.95000473,0,0,0,2013-12-26
1427,2013-12-26 22:55:00,97.73724102,0,0,0,2013-12-26
1428,2013-12-26 23:05:00,96.54541636,0,0,0,2013-12-26
1429,2013-12-26 23:15:00,97.41071462,0,0,0,2013-12-26
1430,2013-12-27 00:30:00,95.07990473,0,0,0,2013-12-27
1431,2013-12-27 00:55:00,94.54728484,0,0,0,2013-12-27
1432,2013-12-27 02:45:00,91.6158893,0,0,0,2013-12-27
1433,2013-12-27 03:10:00,88.71155587,0,0,0,2013-12-27
1434,2013-12-27 03:30:00,90.14517818,0,0,0,2013-12-27
1435,2013-12-27 05:10:00,92.73539476,0,0,0,2013-12-27
1436,2013-12-27 05:45:00,91.64337733,0,0,0,2013-12-27
1437,2013-12-27 05:50:00,92.76325854,0,0,0,2013-12-27
1438,2013-12-27 06:10:00,92.01786428,0,0,0,2013-12-27
1439,2013-12-27 07:20:00,89.83633008,0,0,0,2013-12-27
1440,2013-12-27 08:35:00,88.49849808,0,0,0,2013-12-27
1441,2013-12-27 08:40:00,87.82026853,0,0,0,2013-12-27
1442,2013-12-27 10:25:00,88.84764322,0,0,0,2013-12-27
1443,2013-12-27 10:30:00,89.87835544,0,0,0,2013-12-27
1444,2013-12-27 10:35:00,89.92316676,0,0,0,2013-12-27
1445,2013-12-27 11:50:00,90.39539232,0,0,0,2013-12-27
1446,2013-12-27 12:05:00,89.8621392,0,0,0,2013-12-27
1447,2013-12-27 12:20:00,89.88578436,0,0,0,2013-12-27
1448,2013-12-27 12:25:00,89.71642325,0,0,0,2013-12-27
1449,2013-12-27 12:55:00,95.39246377,0,0,0,2013-12-27
1450,2013-12-27 13:00:00,94.77846609,0,0,0,2013-12-27
1451,2013-12-27 13:15:00,97.05038592,0,0,0,2013-12-27
1452,2013-12-27 13:30:00,94.47338607,0,0,0,2013-12-27
1453,2013-12-27 15:00:00,93.61222717,0,0,0,2013-12-27
1454,2013-12-27 15:35:00,91.22064722,0,0,0,2013-12-27
1455,2013-12-27 15:45:00,92.85742917,0,0,0,2013-12-27
1456,2013-12-27 16:10:00,88.16452018,0,0,0,2013-12-27
1457,2013-12-27 16:35:00,83.61403988,0,0,0,2013-12-27
1458,2013-12-27 17:00:00,77.02237123,0,1,0,2013-12-27
1459,2013-12-27 17:20:00,72.78828863,0,0,0,2013-12-27
1460,2013-12-27 17:50:00,66.33263226,0,0,0,2013-12-27
1461,2013-12-27 18:30:00,62.57971724,1,0,1,2013-12-27
1462,2013-12-27 18:35:00,62.20756384,1,0,1,2013-12-27
1463,2013-12-27 18:55:00,61.32437167,1,0,0,2013-12-27
1464,2013-12-27 19:20:00,66.33870010000001,0,0,0,2013-12-27
1465,2013-12-27 20:00:00,84.90739747,0,0,0,2013-12-27
1466,2013-12-27 21:00:00,87.22142453,0,0,0,2013-12-27
1467,2013-12-27 21:05:00,86.84317961,0,0,0,2013-12-27
1468,2013-12-27 21:10:00,87.54602085,0,0,0,2013-12-27
1469,2013-12-27 21:20:00,86.62274904,0,0,0,2013-12-27
1470,2013-12-27 21:35:00,83.91669303,0,0,0,2013-12-27
1471,2013-12-27 22:55:00,81.07900516,0,0,0,2013-12-27
1472,2013-12-27 23:10:00,78.49784683,0,1,0,2013-12-27
1473,2013-12-27 23:35:00,71.26782341,0,0,0,2013-12-27
1474,2013-12-27 23:50:00,70.47995338,0,0,0,2013-12-27
1475,2013-12-28 00:40:00,78.20506275,0,1,0,2013-12-28
1476,2013-12-28 01:10:00,71.94070344,0,0,0,2013-12-28
1477,2013-12-28 01:55:00,69.65666767,0,0,0,2013-12-28
1478,2013-12-28 02:35:00,68.86690179,0,0,0,2013-12-28
1479,2013-12-28 02:50:00,66.04289709,0,0,0,2013-12-28
1480,2013-12-28 02:55:00,66.3249604,0,0,0,2013-12-28
1481,2013-12-28 03:30:00,61.66005989,1,0,0,2013-12-28
1482,2013-12-28 03:45:00,59.15989372,1,0,1,2013-12-28
1483,2013-12-28 04:45:00,83.22345126,0,0,0,2013-12-28
1484,2013-12-28 05:05:00,79.05232405,0,0,0,2013-12-28
1485,2013-12-28 05:25:00,73.56325826,0,0,0,2013-12-28
1486,2013-12-28 05:35:00,72.16277773,0,0,0,2013-12-28
1487,2013-12-28 05:40:00,71.30631063,0,0,0,2013-12-28
1488,2013-12-28 05:50:00,67.95295064,0,0,0,2013-12-28
1489,2013-12-28 06:00:00,65.92505305,0,0,1,2013-12-28
1490,2013-12-28 06:50:00,83.84341973,0,0,0,2013-12-28
1491,2013-12-28 07:35:00,91.97332889,0,0,0,2013-12-28
1492,2013-12-28 07:45:00,90.81949407,0,0,0,2013-12-28
1493,2013-12-28 08:05:00,91.28893289,0,0,0,2013-12-28
1494,2013-12-28 08:30:00,90.73174261,0,0,0,2013-12-28
1495,2013-12-28 09:00:00,88.92127008,0,0,0,2013-12-28
1496,2013-12-28 09:25:00,89.36418543,0,0,0,2013-12-28
1497,2013-12-28 09:35:00,87.78895682,0,0,0,2013-12-28
1498,2013-12-28 10:00:00,87.27421153,0,0,0,2013-12-28
1499,2013-12-28 10:15:00,87.61585490000002,0,0,0,2013-12-28
1500,2013-12-28 10:30:00,89.16503076,0,0,0,2013-12-28
1501,2013-12-28 10:40:00,87.28316335,0,0,0,2013-12-28
1502,2013-12-28 11:20:00,87.88274909,0,0,0,2013-12-28
1503,2013-12-28 14:10:00,85.03387651,0,0,0,2013-12-28
1504,2013-12-28 14:20:00,86.80646309999999,0,0,0,2013-12-28
1505,2013-12-28 14:40:00,85.50483572,0,0,0,2013-12-28
1506,2013-12-28 14:50:00,85.55279016,0,0,0,2013-12-28
1507,2013-12-28 16:30:00,84.0991828,0,0,0,2013-12-28
1508,2013-12-28 17:10:00,86.65057763,0,0,0,2013-12-28
1509,2013-12-28 17:25:00,84.64197142,0,0,0,2013-12-28
1510,2013-12-28 18:00:00,82.70807675,0,0,0,2013-12-28
1511,2013-12-28 18:10:00,81.22551699,0,0,0,2013-12-28
1512,2013-12-28 18:45:00,76.3598429,0,0,0,2013-12-28
1513,2013-12-28 19:30:00,75.0111843,0,0,0,2013-12-28
1514,2013-12-28 19:35:00,76.58449639,0,1,0,2013-12-28
1515,2013-12-28 19:40:00,77.32421758,0,1,0,2013-12-28
1516,2013-12-28 20:00:00,77.55681305,0,1,0,2013-12-28
1517,2013-12-28 20:05:00,78.6941233,0,1,0,2013-12-28
1518,2013-12-28 20:15:00,77.95632191,0,1,0,2013-12-28
1519,2013-12-28 20:55:00,79.24226237,0,0,0,2013-12-28
1520,2013-12-28 21:05:00,80.81259622,0,0,0,2013-12-28
1521,2013-12-28 22:00:00,81.81909419,0,0,0,2013-12-28
1522,2013-12-28 22:35:00,83.64561936,0,0,0,2013-12-28
1523,2013-12-28 22:40:00,82.86593587,0,0,0,2013-12-28
1524,2013-12-28 23:05:00,81.94708785,0,0,0,2013-12-28
1525,2013-12-28 23:30:00,83.74012247,0,0,0,2013-12-28
1526,2013-12-28 23:45:00,83.64184928,0,0,0,2013-12-28
1527,2013-12-29 00:15:00,84.16221322,0,0,0,2013-12-29
1528,2013-12-29 01:20:00,83.95614161,0,0,0,2013-12-29
1529,2013-12-29 01:30:00,83.83179369,0,0,0,2013-12-29
1530,2013-12-29 02:40:00,85.65762284,0,0,0,2013-12-29
1531,2013-12-29 02:50:00,85.19665801,0,0,0,2013-12-29
1532,2013-12-29 03:05:00,85.90715277,0,0,0,2013-12-29
1533,2013-12-29 03:10:00,86.40667579,0,0,0,2013-12-29
1534,2013-12-29 03:55:00,86.20410402,0,0,0,2013-12-29
1535,2013-12-29 04:10:00,86.63258545,0,0,0,2013-12-29
1536,2013-12-29 04:35:00,86.92590287,0,0,0,2013-12-29
1537,2013-12-29 04:55:00,89.47575606,0,0,0,2013-12-29
1538,2013-12-29 05:05:00,89.44426832,0,0,0,2013-12-29
1539,2013-12-29 05:10:00,88.93538867,0,0,0,2013-12-29
1540,2013-12-29 05:55:00,90.74362081,0,0,0,2013-12-29
1541,2013-12-29 06:50:00,92.63781247,0,0,0,2013-12-29
1542,2013-12-29 07:05:00,91.03020881,0,0,0,2013-12-29
1543,2013-12-29 07:15:00,91.73682948,0,0,0,2013-12-29
1544,2013-12-29 07:40:00,88.68625131,0,0,0,2013-12-29
1545,2013-12-29 07:50:00,89.10222181,0,0,0,2013-12-29
1546,2013-12-29 08:40:00,89.15299026,0,0,0,2013-12-29
1547,2013-12-29 08:50:00,90.19096061,0,0,0,2013-12-29
1548,2013-12-29 09:50:00,88.36106259,0,0,0,2013-12-29
1549,2013-12-29 10:25:00,87.02034287,0,0,0,2013-12-29
1550,2013-12-29 10:35:00,88.19926868,0,0,0,2013-12-29
1551,2013-12-29 11:05:00,85.55337132,0,0,0,2013-12-29
1552,2013-12-29 11:10:00,85.33258018,0,0,0,2013-12-29
1553,2013-12-29 11:25:00,86.44850098,0,0,0,2013-12-29
1554,2013-12-29 11:35:00,84.31042815,0,0,0,2013-12-29
1555,2013-12-29 11:40:00,85.34763344,0,0,0,2013-12-29
1556,2013-12-29 12:15:00,83.39050157,0,0,0,2013-12-29
1557,2013-12-29 12:30:00,82.77924097,0,0,0,2013-12-29
1558,2013-12-29 12:35:00,81.95105290000002,0,0,0,2013-12-29
1559,2013-12-29 13:00:00,81.26913379,0,0,0,2013-12-29
1560,2013-12-29 13:25:00,81.17639171,0,0,0,2013-12-29
1561,2013-12-29 13:30:00,82.03234314,0,0,0,2013-12-29
1562,2013-12-29 13:40:00,81.03153615,0,0,0,2013-12-29
1563,2013-12-29 14:30:00,81.40093721,0,0,0,2013-12-29
1564,2013-12-29 15:10:00,80.09875504,0,0,0,2013-12-29
1565,2013-12-29 16:00:00,81.86091633,0,0,0,2013-12-29
1566,2013-12-29 16:30:00,80.38872809,0,0,0,2013-12-29
1567,2013-12-29 16:40:00,80.89546645,0,0,0,2013-12-29
1568,2013-12-29 16:55:00,80.37604069,0,0,0,2013-12-29
1569,2013-12-29 17:00:00,81.96317956,0,0,0,2013-12-29
1570,2013-12-29 17:40:00,82.27875781,0,0,0,2013-12-29
1571,2013-12-29 17:50:00,81.9907142,0,0,0,2013-12-29
1572,2013-12-29 18:10:00,82.62043794,0,0,0,2013-12-29
1573,2013-12-29 18:55:00,84.01993518,0,0,0,2013-12-29
1574,2013-12-29 19:15:00,85.32469273,0,0,0,2013-12-29
1575,2013-12-29 19:55:00,88.29074568,0,0,0,2013-12-29
1576,2013-12-29 20:10:00,87.10860124,0,0,0,2013-12-29
1577,2013-12-29 20:20:00,88.96046833,0,0,0,2013-12-29
1578,2013-12-29 20:55:00,88.34329355,0,0,0,2013-12-29
1579,2013-12-29 21:35:00,87.75891791,0,0,0,2013-12-29
1580,2013-12-29 21:40:00,86.79029651,0,0,0,2013-12-29
1581,2013-12-29 22:05:00,87.80200076,0,0,0,2013-12-29
1582,2013-12-29 22:40:00,87.55224798,0,0,0,2013-12-29
1583,2013-12-29 22:55:00,86.30321511,0,0,0,2013-12-29
1584,2013-12-29 23:45:00,86.27221757,0,0,0,2013-12-29
1585,2013-12-29 23:55:00,86.48939882,0,0,0,2013-12-29
1586,2013-12-30 00:00:00,85.33367772,0,0,0,2013-12-30
1587,2013-12-30 00:10:00,85.98859847,0,0,0,2013-12-30
1588,2013-12-30 01:25:00,85.51086955,0,0,0,2013-12-30
1589,2013-12-30 01:30:00,86.62290101,0,0,0,2013-12-30
1590,2013-12-30 01:35:00,85.61930244,0,0,0,2013-12-30
1591,2013-12-30 01:50:00,85.52550048,0,0,0,2013-12-30
1592,2013-12-30 02:05:00,86.11367698,0,0,0,2013-12-30
1593,2013-12-30 04:05:00,88.22237625,0,0,0,2013-12-30
1594,2013-12-30 05:05:00,88.58988387,0,0,0,2013-12-30
1595,2013-12-30 05:20:00,89.15311994,0,0,0,2013-12-30
1596,2013-12-30 05:40:00,90.87257279,0,0,0,2013-12-30
1597,2013-12-30 06:05:00,90.67946214,0,0,0,2013-12-30
1598,2013-12-30 06:15:00,89.80306617,0,0,0,2013-12-30
1599,2013-12-30 06:20:00,90.16014245,0,0,0,2013-12-30
1600,2013-12-30 06:35:00,91.65912854,0,0,0,2013-12-30
1601,2013-12-30 07:00:00,89.83578177,0,0,0,2013-12-30
1602,2013-12-30 07:35:00,89.24066001,0,0,0,2013-12-30
1603,2013-12-30 07:40:00,90.80434099,0,0,0,2013-12-30
1604,2013-12-30 08:15:00,89.17423594,0,0,0,2013-12-30
1605,2013-12-30 08:30:00,90.45321413,0,0,0,2013-12-30
1606,2013-12-30 08:55:00,89.52603002,0,0,0,2013-12-30
1607,2013-12-30 09:00:00,88.99135585,0,0,0,2013-12-30
1608,2013-12-30 09:05:00,88.74473358,0,0,0,2013-12-30
1609,2013-12-30 09:20:00,87.89441056,0,0,0,2013-12-30
1610,2013-12-30 09:25:00,88.15215895,0,0,0,2013-12-30
1611,2013-12-30 09:35:00,86.67683317,0,0,0,2013-12-30
1612,2013-12-30 10:10:00,86.13292705,0,0,0,2013-12-30
1613,2013-12-30 10:25:00,84.34836638,0,0,0,2013-12-30
1614,2013-12-30 10:35:00,83.81717176,0,0,0,2013-12-30
1615,2013-12-30 11:40:00,84.00245761,0,0,0,2013-12-30
1616,2013-12-30 13:20:00,87.79622257,0,0,0,2013-12-30
1617,2013-12-30 13:45:00,88.57090296,0,0,0,2013-12-30
1618,2013-12-30 13:55:00,89.50518838,0,0,0,2013-12-30
1619,2013-12-30 14:40:00,89.64506847,0,0,0,2013-12-30
1620,2013-12-30 15:40:00,91.35866308,0,0,0,2013-12-30
1621,2013-12-30 16:35:00,93.81262767,0,0,0,2013-12-30
1622,2013-12-30 16:45:00,92.11434743,0,0,0,2013-12-30
1623,2013-12-30 17:00:00,91.273838,0,0,0,2013-12-30
1624,2013-12-30 18:00:00,88.14037271,0,0,0,2013-12-30
1625,2013-12-30 18:45:00,86.16289287,0,0,0,2013-12-30
